n,coverage,mean_width,lower_miscoverage,upper_miscoverage,method
2608,0.8916950149157037,15998.879638671064,0.04116677159267861,0.06713821349161683,Split conformal absolute
2608,0.8965987786478562,13591.288164889094,0.013620738579441176,0.08978048277270184,Split conformal scaled
2608,0.8973029677037653,20316.247657341,0.046827120987288084,0.055869911308946044,CQR
2608,0.9747942647142676,79268.79719433928,0.0027740761485010096,0.02243165913723174,Two-part gamma parametric
